date,service,gare_depart,gare_arrivee,duree_moyenne,nb_train_prevu,nb_annulation,commentaire_annulation,nb_train_depart_retard,retard_moyen_depart,retard_moyen_tous_trains_depart,commentaire_retards_depart,nb_train_retard_arrivee,retard_moyen_arrivee,retard_moyen_tous_trains_arrivee,commentaires_retard_arrivee,nb_train_retard_sup_15,retard_moyen_trains_retard_sup15,nb_train_retard_sup_30,nb_train_retard_sup_60,prct_cause_externe,prct_cause_infra,prct_cause_gestion_trafic,prct_cause_materiel_roulant,prct_cause_gestion_gare,prct_cause_prise_en_charge_voyageurs
2018-01,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257,182,1,,38,10.4122807,1.958747698,,21,57.18095238,6.779558011,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",21,6.779558011,17,7,47.61904762,28.57142857,0.0,19.04761905,4.761904762,0.0
2018-01,National,PARIS MONTPARNASSE,VANNES,152,253,1,,38,9.746929825,1.055026455,,39,40.30769231,7.77281746,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",27,7.742094862,16,8,25.64102564,38.46153846,12.82051282,17.94871795,0.0,5.128205128
2018-01,National,VANNES,PARIS MONTPARNASSE,156,278,1,,168,5.120436508,3.131046931,,37,30.07207207,6.264019254,,25,6.241486811,11,3,24.13793103,44.82758621,20.68965517,3.448275862,3.448275862,3.448275862
2018-01,National,PARIS NORD,DUNKERQUE,116,271,3,,46,11.2365942,1.797636816,,29,28.68965517,3.73880597,,18,3.73880597,9,4,35.71428571,28.57142857,7.142857143,25.0,3.571428571,0.0
2018-01,National,MARSEILLE ST CHARLES,TOURCOING,299,31,0,,13,10.76923077,4.334946237,,3,88.33333333,11.32258065,"7830 du 17 +76: Dérangement d'installations
7830 du 20 +88: Attente execution service voy",3,11.32258065,3,3,0.0,33.33333333,33.33333333,33.33333333,0.0,0.0
2018-01,National,ANNECY,PARIS LYON,224,198,0,,12,8.070833333,0.489141414,,38,37.24605263,8.552525253,,38,8.552525253,14,5,23.80952381,42.85714286,9.523809524,14.28571429,4.761904762,4.761904762
2018-01,National,AVIGNON TGV,PARIS LYON,159,538,0,,109,11.68730887,2.113475836,,88,31.96856061,5.797924411,,62,5.797924411,35,12,36.47058824,24.70588235,16.47058824,18.82352941,0.0,3.529411765
2018-01,National,LYON PART DIEU,MARSEILLE ST CHARLES,107,539,7,,271,16.21242312,8.403414787,,114,39.73888889,9.378195489,,96,9.378195489,46,21,30.66666667,28.0,20.0,14.66666667,1.333333333,5.333333333
2018-01,National,PARIS LYON,AVIGNON TGV,159,462,0,,48,11.04236111,0.855627706,,64,31.44114583,5.880880231,,45,5.880880231,19,8,30.15873016,25.3968254,19.04761905,22.22222222,3.174603175,0.0
2018-01,National,PARIS LYON,BELLEGARDE (AIN),160,231,2,,34,5.780882353,0.563464338,,64,36.38802083,11.86091703,,49,11.86091703,24,10,40.0,25.45454545,25.45454545,5.454545455,3.636363636,0.0
2018-01,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128,202,2,,25,11.62066667,1.143583333,,23,31.26884058,5.84925,,18,5.84925,8,2,9.090909091,36.36363636,9.090909091,31.81818182,9.090909091,4.545454545
2018-01,National,PARIS LYON,DIJON VILLE,96,468,6,,62,11.56935484,1.227525253,,40,31.12083333,3.146212121,,32,3.146212121,16,4,14.28571429,40.0,17.14285714,25.71428571,2.857142857,0.0
2018-01,National,PARIS LYON,MONTPELLIER,209,294,0,,47,12.22801418,1.626247166,,37,39.01036036,4.363038549,,37,4.363038549,19,6,25.71428571,45.71428571,11.42857143,14.28571429,2.857142857,0.0
2018-01,National,VALENCE ALIXAN TGV,PARIS LYON,132,280,2,,130,11.22217949,5.252158273,,48,39.12465278,5.893585132,,45,5.893585132,21,7,17.5,37.5,12.5,25.0,2.5,5.0
2018-01,International,MARSEILLE ST CHARLES,MADRID,464,15,0,,1,13.96666667,1.165555556,,3,28.0,3.2,,3,3.2,1,0,0.0,0.0,100.0,0.0,0.0,0.0
2018-01,International,STUTTGART,PARIS EST,185,154,5,,124,4.631989247,3.918232662,,12,34.57777778,4.045525727,,12,4.045525727,4,1,41.66666667,25.0,0.0,16.66666667,0.0,16.66666667
2018-01,National,LAVAL,PARIS MONTPARNASSE,86,208,0,,84,7.287896825,3.016987179,,55,16.56909091,5.044791667,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",19,5.044791667,5,2,16.12903226,35.48387097,19.35483871,22.58064516,3.225806452,3.225806452
2018-01,National,LE MANS,PARIS MONTPARNASSE,56,406,1,,213,8.479968701,4.567119342,,105,18.04904762,5.363539095,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)
Le 17 : Présence d’une personne dans les voies à Ste Luce (11 TGV ; 212mn)
Le 26 : Heurt d’une personne au niveau de Tiercé (44 TGV ; 1578mn)",32,5.363539095,9,4,20.0,35.0,16.66666667,16.66666667,8.333333333,3.333333333
2018-01,National,PARIS MONTPARNASSE,BORDEAUX ST JEAN,143,775,7,,148,9.377815315,1.582530382,,79,25.47911392,2.546961806,,45,2.546961806,21,4,21.66666667,25.0,11.66666667,40.0,1.666666667,0.0
2018-01,National,PARIS MONTPARNASSE,RENNES,97,590,1,,79,10.08860759,1.029654782,,107,21.10280374,4.968336163,,35,4.968336163,12,7,12.65822785,41.7721519,18.98734177,24.05063291,2.53164557,0.0
2018-01,National,ST MALO,PARIS MONTPARNASSE,158,92,0,,2,1.225,0.0625,,10,24.975,4.81576087,,6,4.763978495,3,1,22.22222222,66.66666667,0.0,11.11111111,0.0,0.0
2018-01,National,ARRAS,PARIS NORD,51,312,4,,118,8.863983051,3.56525974,,64,22.25078125,5.351785714,"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.",16,5.351785714,9,5,24.32432432,21.62162162,35.13513514,13.51351351,5.405405405,0.0
2018-01,National,MARSEILLE ST CHARLES,LILLE,307,187,2,,40,8.270416667,1.778288288,,37,45.59459459,10.79558559,,37,10.79558559,19,7,32.25806452,35.48387097,9.677419355,12.90322581,3.225806452,6.451612903
2018-01,National,PARIS NORD,ARRAS,51,287,5,,50,8.698333333,1.477186761,,40,17.36916667,2.908333333,,15,2.908333333,5,2,41.66666667,25.0,8.333333333,19.44444444,5.555555556,0.0
2018-01,National,BORDEAUX ST JEAN,PARIS VAUGIRARD,144,62,0,,15,22.39444444,5.397580645,,9,45.39259259,6.180913978,"7656 du 2 + 26: Alerte à la bombe à BX
7656 du 9 +43: Soin matériel roulant (défaut onduleur)
7656 du 25 +50: Accident de personne à LE
7658 du 1 +52: Tempête CARMEN
7658 du 7 +41: Dérangement de signalisation MPW
7658 du 25 +77: Accident de personne LE",7,6.180913978,5,2,11.11111111,11.11111111,22.22222222,55.55555556,0.0,0.0
2018-01,National,PARIS VAUGIRARD,BORDEAUX ST JEAN,165,63,1,,12,22.31805556,3.89327957,,5,44.55,3.429569892,"7653 du 25 + 99: accident de personne
7653 du 1 +57: Soin matériel roulant",4,3.429569892,3,1,60.0,0.0,0.0,40.0,0.0,0.0
2018-01,National,PARIS VAUGIRARD,RENNES,122,31,0,,8,10.56458333,2.575268817,,2,25.5,1.774193548,,2,1.774193548,1,0,0.0,50.0,0.0,0.0,50.0,0.0
2018-01,National,AIX EN PROVENCE TGV,PARIS LYON,188,402,0,,117,6.625641026,2.005431177,,37,35.97432432,4.417205638,,37,4.417205638,19,7,42.85714286,22.85714286,8.571428571,22.85714286,0.0,2.857142857
2018-01,National,DIJON VILLE,PARIS LYON,98,451,7,,264,6.674873737,4.068093093,,42,28.48611111,2.398836336,,29,2.398836336,12,5,25.0,12.5,40.0,7.5,2.5,12.5
2018-01,National,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81,224,1,,127,9.929527559,5.652989537,,45,21.40037037,3.624588939,,22,3.624588939,9,2,26.19047619,16.66666667,30.95238095,16.66666667,9.523809524,0.0
2018-01,National,LYON PART DIEU,PARIS LYON,120,659,3,,384,6.344574653,3.823424797,,85,26.8054902,4.030614837,,53,4.030614837,20,6,26.66666667,24.0,26.66666667,17.33333333,5.333333333,0.0
2018-01,National,MARNE LA VALLEE,LYON PART DIEU,109,335,9,,212,12.49591195,8.241411043,,59,45.52118644,8.487218814,"7808 du 10 + 39: Attente client à MSC du 6806
7819 du 6 +66: Dérangement d'installations (perte de commande PRS 25)
7819 du 8 +81: Détresse Matériel Roulant 
7819 du 28 +44: Soin Matériel Roulant au 7810",43,8.487218814,29,17,31.25,31.25,12.5,18.75,6.25,0.0
2018-01,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214,312,2,,77,10.71558442,2.581774194,,46,43.54166667,6.862311828,"7820 du 12 +85: Soin matériel roulant
7822 du 20 +50: Incident lié aux portes
7832 du 28 + 84: soin matériel roulant",46,6.862311828,27,12,19.51219512,34.14634146,12.19512195,26.82926829,2.43902439,4.87804878
2018-01,National,MARSEILLE ST CHARLES,PARIS LYON,202,431,0,,85,8.292352941,1.546017015,,40,35.71166667,4.270301624,,40,4.270301624,19,8,39.47368421,21.05263158,10.52631579,26.31578947,0.0,2.631578947
2018-01,National,MARSEILLE ST CHARLES,LYON PART DIEU,106,557,7,,133,6.978195489,1.706333333,,60,28.92,5.195333333,,40,5.195333333,19,5,23.07692308,23.07692308,19.23076923,23.07692308,3.846153846,7.692307692
2018-01,National,PARIS LYON,AIX EN PROVENCE TGV,186,424,0,,49,10.28435374,0.906839623,,47,36.9464539,4.340880503,,44,4.340880503,21,5,33.33333333,37.77777778,11.11111111,17.77777778,0.0,0.0
2018-01,National,PARIS LYON,ANNECY,225,199,1,,29,13.08390805,1.746632997,,21,41.0952381,7.090909091,Décontrôle d’aiguille à la bif de Créteil,21,7.090909091,10,5,19.04761905,33.33333333,19.04761905,28.57142857,0.0,0.0
2018-01,National,PARIS LYON,NICE VILLE,349,196,2,,24,14.0125,1.394415808,,25,48.57733333,7.979810997,Dérangement de commutateur sur LN1 vers Tonnerre,25,7.979810997,15,7,60.86956522,21.73913043,0.0,13.04347826,4.347826087,0.0
2018-01,National,PARIS LYON,PERPIGNAN,308,145,0,,29,14.50517241,2.528045977,,23,39.61884058,8.224597701,,23,8.224597701,12,3,13.63636364,59.09090909,9.090909091,18.18181818,0.0,0.0
2018-01,National,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,168,112,0,,13,9.105128205,0.653422619,,21,25.95952381,5.868154762,,14,5.868154762,5,2,16.66666667,38.88888889,22.22222222,16.66666667,5.555555556,0.0
2018-01,National,PARIS LYON,TOULON,239,221,2,,27,13.03888889,1.269254186,,30,41.18388889,7.635159817,"Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.",30,7.635159817,18,4,39.28571429,35.71428571,7.142857143,10.71428571,3.571428571,3.571428571
2018-01,International,PARIS LYON,GENEVE,194,207,0,,28,5.82202381,0.504347826,,35,46.34809524,7.602495974,,35,7.602495974,26,7,58.06451613,25.80645161,9.677419355,3.225806452,3.225806452,0.0
2018-02,National,LAVAL,PARIS MONTPARNASSE,86,187,7,,72,7.006712963,2.852685185,,70,24.21142857,10.10574074,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",27,10.04990792,15,7,50.0,18.0,22.0,4.0,2.0,4.0
2018-02,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90,351,13,,57,20.36111111,3.147682446,,70,45.05380952,10.66686391,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",49,10.66686391,31,15,68.25396825,15.87301587,3.174603175,7.936507937,4.761904762,0.0
2018-02,National,PARIS MONTPARNASSE,LE MANS,55,401,14,,75,17.59622222,3.190999139,,95,34.43421053,8.832687339,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",51,8.787275064,26,12,68.75,13.75,10.0,5.0,2.5,0.0
2018-02,National,PARIS MONTPARNASSE,POITIERS,93,459,16,,91,19.37747253,3.708164033,,103,38.98300971,11.08886381,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",78,11.08886381,48,19,52.38095238,15.47619048,14.28571429,13.0952381,3.571428571,1.19047619
2018-02,National,PARIS MONTPARNASSE,ST MALO,154,92,3,,15,23.79444444,3.769475655,,18,54.18611111,11.41029963,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",15,11.41029963,10,5,55.55555556,16.66666667,5.555555556,22.22222222,0.0,0.0
2018-02,National,PARIS MONTPARNASSE,VANNES,153,244,11,,54,18.51604938,3.954148784,,64,40.96875,13.07725322,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",50,12.96595745,28,10,42.1875,26.5625,15.625,14.0625,1.5625,0.0
2018-02,National,RENNES,PARIS MONTPARNASSE,98,567,27,,235,10.24737589,4.457654321,,210,31.12261905,13.30638889,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",114,13.28179298,52,28,47.4025974,24.67532468,11.03896104,12.98701299,2.597402597,1.298701299
2018-02,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,168,3,,25,17.83866667,2.478787879,,40,55.19041667,15.96111111,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",40,15.96111111,23,10,58.33333333,19.44444444,8.333333333,11.11111111,2.777777778,0.0
2018-02,National,TOURS,PARIS MONTPARNASSE,75,177,10,,22,5.658333333,0.809281437,,53,25.25251572,8.877744511,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",25,8.877744511,14,6,66.66666667,13.33333333,10.0,3.333333333,6.666666667,0.0
2018-02,National,NANTES,STRASBOURG,303,36,0,,15,4.414444444,2.000462963,,9,61.69814815,16.51990741,"02/02 : 5478? Csq bagage abandonné (43’)
12/02 : 5478? Csq problème de pantographe (8’)
14/02 : 5478? Csq alerte radio (11’)
19/02 : 5478? Csq heurt animal (12’) + 5478? ASCT refuse de prendre des voyageurs (10’)
24/02 : 5480? Affluence voyageur (11’)
27/02 : 5478? Csq signalement battement de feu (22’) + pb installation (7’)
28/02 : 5478? Restitution tardive travaux (21’)",9,16.51990741,5,2,66.66666667,11.11111111,22.22222222,0.0,0.0,0.0
2018-02,National,PARIS EST,STRASBOURG,112,448,14,,136,13.4125,4.180030722,,95,31.17701754,7.339208909,"04/04 : 2465? Obstacle à la fermeture des portes (5’) + 2443? LTV 230 (5’)  
11/02 : 2365? Avitaillement tardif et descente tardive (5’) et intervention SUGE (11’) + 2407? BM isolé motrice (5’) + 2583? LTV 250 (5’)
12/02 : 2407, 2365, 2421? Pb de pantographe (25’) 
13/02 : 2583, 2377? Croisement matériel (14’)
14/02 : 2407? Attente ADC (5’) et décontrôle aiguille (5’min) + 2457? RS signaux fermés (10’)
15/02 : 2465? Descente tardive TEE (11’)
16/02 : 2407? Csq personne sur les voies (10’)
17/02 : 2443 et 2377? VL 230 (16’) + 2377? Erreur affichage du train en gare (10’) + 2443? Csq détresse à quai (17’)
18/02 : 2365 et 2407 ? Csq alarme simple DBC (57’)
19/02 : 2465? Csq accident de personne (5’) + 2407? Essai frein tardif (5’)
20/02 : 2443? Descente tardive TEE (13’), 2371? Csq bagage abandonné (5’), 2407? Réutilisation rame du 2706 (7’), 2371? Attente ASCT (5’)
22/02 : 2465? Intervention SUGE (5’), 2407? Pb conducteur (10’), 2457? ERTMS (14’)
23/02 : 2459? réutilisation du 2676 (14’), 1407? Csq accident de personne (6’)
25/02 : 2471? Intervention SUGE (6’)
26/02 : 2443? Descente tardive TEE (5’) 
27/02 : 2583 et 2457 ? Descentes tardives TEE (15’)
28/02 : 2377? Attentes correspondance (5’) + 2371? Défaut torches en cabine (5’)",70,7.339208909,36,11,56.52173913,4.347826087,5.434782609,29.34782609,4.347826087,0.0
